name,state,lat,lon,formatted_address,types,confidence,source
"Township Of Ball, IL",Illinois,39.6409785,-89.65340289999999,"Ball Township, IL, USA","administrative_area_level_3,political",high,google-retry
"Township Of East Lincoln, IL",Illinois,40.1459857,-89.3634089,"East Lincoln Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Geneseo, IL",Illinois,41.4611936,-90.13077969999999,"Geneseo Township, IL 61254, USA","administrative_area_level_3,political",high,google
"Village Of South Barrington, IL",Illinois,42.0881054,-88.1535352,"South Barrington, IL 60010, USA","locality,political",high,google
"County Of Pulaski, IL",Illinois,37.2136615,-89.2059111,"Pulaski, IL 62976, USA","locality,political",high,google
"County Of Alexander, IL",Illinois,39.7242387,-90.0390073,"Alexander, IL, USA","locality,political",high,google
"Village Of Poplar Grove, IL",Illinois,42.3683521,-88.822047,"Poplar Grove, IL, USA","locality,political",high,google
"Township Of Radnor, IL",Illinois,40.8571957,-89.68162079999999,"Radnor Township, IL, USA","administrative_area_level_3,political",high,google-retry
"Township Of Canteen, IL",Illinois,38.6424671,-90.08402149999999,"Canteen Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Patton, IL",Illinois,38.47699180000001,-87.7536396,"Patton, IL 62863, USA","locality,political",high,google
"City Of South Beloit, IL",Illinois,42.4930708,-89.0367763,"South Beloit, IL, USA","locality,political",high,google
"City Of Harrisburg, IL",Illinois,37.7383684,-88.54028579999999,"Harrisburg, IL 62946, USA","locality,political",high,google
"Township Of Poplar Grove, IL",Illinois,42.3679805,-88.8070886,"Poplar Grove Township, IL, USA","administrative_area_level_3,political",high,google
"County Of Hamilton, IL",Illinois,40.3964333,-91.3390389,"Hamilton, IL, USA","locality,political",high,google
"Township Of Chillicothe, IL",Illinois,40.93738159999999,-89.49311759999999,"Chillicothe Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Kickapoo, IL",Illinois,40.790037,-89.75121399999999,"Kickapoo, IL 61528, USA","locality,political",high,google
"Township Of Hall, IL",Illinois,41.3785759,-89.2277026,"Hall Township, IL, USA","administrative_area_level_3,political",high,google-retry
"Township Of Helvetia, IL",Illinois,38.7153304,-89.64399240000002,"Helvetia Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Clear Lake, IL",Illinois,39.8136611,-89.5687083,"Clear Lake, IL 62707, USA","locality,political",high,google
"Township Of Salem, IL",Illinois,38.6269929,-88.9456158,"Salem, IL, USA","locality,political",high,google
"Township Of South Ottawa, IL",Illinois,41.3054828,-88.8742918,"South Ottawa Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Chemung, IL",Illinois,42.4152964,-88.66676679999999,"Chemung, IL 60033, USA","locality,political",high,google
"Township Of Hampshire, IL",Illinois,42.0978027,-88.53036430000002,"Hampshire, IL 60140, USA","locality,political",high,google
"County Of Jasper, IL",Illinois,39.0554965,-88.0900762,"Jasper County, IL, USA","administrative_area_level_2,political",high,google
"Township Of Stookey, IL",Illinois,38.5059777,-90.09336859999999,"Stookey Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Plato, IL",Illinois,42.0079636,-88.4210006,"Plato Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Fort Russell, IL",Illinois,42.49057579999999,-87.91257689999999,"Russell, IL 60075, USA","locality,political",high,google
"Township Of Robinson, IL",Illinois,39.0058215,-87.7393808,"Robinson, IL 62454, USA","locality,political",high,google
"Township Of Blackhawk, IL",Illinois,42.1883089,-90.21749899999999,"Blackhawk, IL 61074, USA","locality,political",high,google
"Township Of Worth, IL",Illinois,41.6901804,-87.7885398,"Worth Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Kendall, IL",Illinois,41.5507043,-88.4403883,"Kendall County, IL, USA","administrative_area_level_2,political",high,google
"Township Of Cincinnati, IL",Illinois,38.4008813,-88.511995,"Cincinnati, Berry Township, IL 62886, USA","colloquial_area,political",medium,google
"Township Of Benton, IL",Illinois,42.476723,-87.8402405,"Benton Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Kewanee, IL",Illinois,41.2455927,-89.9248303,"Kewanee, IL 61443, USA","locality,political",high,google
"Township Of Monmouth, IL",Illinois,40.9114271,-90.64735759999999,"Monmouth, IL 61462, USA","locality,political",high,google
"Township Of Harrisburg, IL",Illinois,37.7383684,-88.54028579999999,"Harrisburg, IL 62946, USA","locality,political",high,google
"Township Of Jersey, IL",Illinois,39.0704754,-90.37483540000001,"Jersey County, IL, USA","administrative_area_level_2,political",high,google
"Township Of Olney, IL",Illinois,38.7311038,-88.0852618,"Olney, IL 62450, USA","locality,political",high,google
"Township Of Hanna, IL",Illinois,40.6917043,-89.7951061,"Hanna City, IL 61536, USA","locality,political",high,google
"Township Of Roanoke, IL",Illinois,40.7929641,-89.2157779,"Township Rd, Roanoke, IL 61561, USA",route,medium,google
"Township Of Belmont, IL",Illinois,38.3844921,-87.9114204,"Bellmont, IL, USA","locality,political",high,google
"Township Of Montmorency, IL",Illinois,41.7146842,-89.6897948,"Montmorency Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Dayton, IL",Illinois,41.3847551,-88.7942425,"Dayton, IL 61350, USA","locality,political",high,google
"Township Of East Fork, IL",Illinois,39.0904594,-89.41746409999999,"East Fork Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Earl, IL",Illinois,41.5758184,-88.8838834,"Earl Township, IL, USA","administrative_area_level_3,political",high,google-retry
"Township Of Montgomery, IL",Illinois,41.730585,-88.3459048,"Montgomery, IL, USA","locality,political",high,google
"Township Of Omphghent, IL",Illinois,38.9667338,-89.8692203,"Omphghent Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Goode, IL",Illinois,38.0806775,-89.0752499,"Goode Township, IL, USA","administrative_area_level_3,political",high,google
"City Of Mcleansboro, IL",Illinois,38.0933811,-88.53560759999999,"McLeansboro, IL 62859, USA","locality,political",high,google
"Village Of Tilton, IL",Illinois,40.0870345,-87.63519939999999,"Tilton, IL, USA","locality,political",high,google
"Village Of Sheridan, IL",Illinois,41.5299691,-88.6801593,"Sheridan, IL 60551, USA","locality,political",high,google
"City Of Bushnell, IL",Illinois,40.5528183,-90.50624,"Bushnell, IL 61422, USA","locality,political",high,google
"Township Of South Fork, IL",Illinois,39.588581,-89.4553088,"South Fork Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Buffalo, IL",Illinois,39.852547,-89.40870319999999,"Buffalo, IL 62515, USA","locality,political",high,google
"City Of Trenton, IL",Illinois,38.605604,-89.6820368,"Trenton, IL 62293, USA","locality,political",high,google
"Township Of Prairie Du Long, IL",Illinois,38.3376468,-89.9813445,"Prairie Du Long Township, IL, USA","administrative_area_level_3,political",high,google
"City Of Christopher, IL",Illinois,37.9725501,-89.053408,"Christopher, IL, USA","locality,political",high,google
"Village Of Diamond, IL",Illinois,41.2886428,-88.2517287,"Diamond, IL, USA","locality,political",high,google
"Township Of Otter Creek, IL",Illinois,39.0494408,-90.4313729,"Otter Creek Township, IL, USA","administrative_area_level_3,political",high,google-retry
"Township Of Gardner, IL",Illinois,41.1859245,-88.3085435,"Gardner, IL 60424, USA","locality,political",high,google
"City Of Sumner, IL",Illinois,38.7169918,-87.86142020000001,"Sumner, IL, USA","locality,political",high,google
"City Of Newton, IL",Illinois,38.9908766,-88.1625389,"Newton, IL 62448, USA","locality,political",high,google
"City Of Lebanon, IL",Illinois,38.6039375,-89.80731949999999,"Lebanon, IL 62254, USA","locality,political",high,google
"City Of Shelbyville, IL",Illinois,39.4064284,-88.7900689,"Shelbyville, IL 62565, USA","locality,political",high,google
"City Of Watseka, IL",Illinois,40.7761465,-87.7364218,"Watseka, IL 60970, USA","locality,political",high,google
"Township Of Venice, IL",Illinois,38.6722727,-90.169832,"Venice, IL, USA","locality,political",high,google
"Village Of Sherman, IL",Illinois,39.8936608,-89.60482309999999,"Sherman, IL, USA","locality,political",high,google
"Township Of Tyrone, IL",Illinois,42.500616,-89.4068771,"Tyrone, IL 61019, USA","locality,political",high,google
"City Of Tuscola, IL",Illinois,39.79896,-88.2827592,"Tuscola, IL 61953, USA","locality,political",high,google
"Village Of Beecher, IL",Illinois,41.34059,-87.6214286,"Beecher, IL 60401, USA","locality,political",high,google
"Township Of Olio, IL",Illinois,38.5544922,-87.77891799999999,"Orio, Friendsville Precinct, IL 62410, USA","colloquial_area,political",medium,google
"Village Of Fox River Grove, IL",Illinois,42.2008575,-88.2145259,"Fox River Grove, IL, USA","locality,political",high,google
"Township Of Lebanon, IL",Illinois,38.6039375,-89.80731949999999,"Lebanon, IL 62254, USA","locality,political",high,google
"Township Of Denning, IL",Illinois,37.9106334,-88.99880979999999,"Denning Township, IL, USA","administrative_area_level_3,political",high,google-retry
"Township Of Lafayette, IL",Illinois,39.4948223,-88.3044908,"Lafayette Township, IL, USA","administrative_area_level_3,political",high,google
"City Of Flora, IL",Illinois,38.6688394,-88.48597079999999,"Flora, IL 62839, USA","locality,political",high,google
"Village Of Mount Zion, IL",Illinois,39.7714252,-88.8742405,"Mt Zion, IL, USA","locality,political",high,google
"City Of Sandwich, IL",Illinois,41.6458634,-88.6217432,"Sandwich, IL, USA","locality,political",high,google
"Township Of Dunham, IL",Illinois,42.3662806,-88.6530753,"Dunham Township, IL, USA","administrative_area_level_3,political",high,google
"Township Of Watson, IL",Illinois,39.0253213,-88.5697716,"Watson, IL 62473, USA","locality,political",high,google
"City Of Princeton, IL",Illinois,41.3680919,-89.4648145,"Princeton, IL 61356, USA","locality,political",high,google
"City Of Paris, IL",Illinois,39.611146,-87.6961374,"Paris, IL 61944, USA","locality,political",high,google
"City Of Mascoutah, IL",Illinois,38.490327,-89.793154,"Mascoutah, IL, USA","locality,political",high,google
Village of Herscher,Illinois,41.0491989,-88.0978262,"Herscher, IL 60941, USA","locality,political",high,google
"Village Of Manteno, IL",Illinois,41.2505881,-87.8314324,"Manteno, IL 60950, USA","locality,political",high,google
City of Grayville,Illinois,38.25767949999999,-87.99629709999999,"Grayville, IL 62844, USA","locality,political",high,google
Village of Ringwood,Illinois,42.3922427,-88.2970335,"Ringwood, IL, USA","locality,political",high,google
Township of Burton,Illinois,39.9047686,-91.2490326,"Burton, IL 62305, USA","locality,political",high,google
Village of Annawan,Illinois,41.3972573,-89.9045517,"Annawan, IL, USA","locality,political",high,google
Butler Township,Illinois,40.4314407,-87.8353278,"Butler Township, IL, USA","administrative_area_level_3,political",high,google
Village of Ogden,Illinois,40.1139237,-87.9561449,"Ogden, IL 61859, USA","locality,political",high,google
Village of Shabbona,Illinois,41.768015,-88.8771135,"Shabbona, IL 60550, USA","locality,political",high,google
Village of South Pekin,Illinois,40.49455700000001,-89.65470529999999,"South Pekin, IL, USA","locality,political",high,google
Village of Forest View,Illinois,41.8086431,-87.79338949999999,"Forest View, IL, USA","locality,political",high,google
Township of Ohio,Illinois,41.5399767,-89.4553088,"Ohio Township, IL, USA","administrative_area_level_3,political",high,google-retry
Village of Cobden,Illinois,37.5314386,-89.253418,"Cobden, IL 62920, USA","locality,political",high,google
Village of Edinburg,Illinois,39.6572697,-89.3895338,"Edinburg, IL 62531, USA","locality,political",high,google
Hanover Township,Illinois,42.0192167,-88.2030755,"Hanover Township, IL, USA","administrative_area_level_3,political",high,google
City of Farmer City,Illinois,40.2433676,-88.6425668,"Farmer City, IL 61842, USA","locality,political",high,google
City of Assumption,Illinois,39.5203188,-89.0489712,"Assumption, IL 62510, USA","locality,political",high,google
Village of Norris City,Illinois,37.9808954,-88.3288613,"Norris City, IL 62869, USA","locality,political",high,google
Township of Elk,Illinois,37.9101043,-89.2357052,"Elk Township, IL, USA","administrative_area_level_3,political",high,google-retry
Village of Downs,Illinois,40.39698,-88.8706291,"Downs, IL, USA","locality,political",high,google
Village of Third Lake,Illinois,42.3739105,-88.0109121,"Third Lake, IL, USA","locality,political",high,google
Township of La Grange,Illinois,41.8050314,-87.8692254,"La Grange, IL, USA","locality,political",high,google
Township of Santa Fe,Illinois,38.5361391,-89.42692869999999,"Santa Fe Township, IL, USA","administrative_area_level_3,political",high,google-retry
Township of Frankfort,Illinois,41.5209617,-87.835326,"Frankfort Township, IL, USA","administrative_area_level_3,political",high,google
City of Sesser,Illinois,38.0917168,-89.0503512,"Sesser, IL 62884, USA","locality,political",high,google
Village of Mackinaw,Illinois,40.5369752,-89.3577471,"Mackinaw, IL 61755, USA","locality,political",high,google
City of Breese,Illinois,38.6106042,-89.52703059999999,"Breese, IL 62230, USA","locality,political",high,google
Village of Teutopolis,Illinois,39.1330967,-88.4719918,"Teutopolis, IL 62467, USA","locality,political",high,google
Village of Greenup,Illinois,39.2478159,-88.1633719,"Greenup, IL 62428, USA","locality,political",high,google
City of Albion,Illinois,38.37754839999999,-88.0561465,"Albion, IL 62806, USA","locality,political",high,google
Village of Bannockburn,Illinois,42.1933581,-87.8664579,"Bannockburn, IL 60015, USA","locality,political",high,google
Village of Steeleville,Illinois,38.007273,-89.6584326,"Steeleville, IL 62288, USA","locality,political",high,google
Village of North Utica,Illinois,41.341412,-89.009716,"North Utica, IL, USA","locality,political",high,google
Township of Warren,Illinois,42.3770408,-87.9338049,"Warren Township, IL, USA","administrative_area_level_3,political",high,google
Township of Elwood,Illinois,41.4039201,-88.1117242,"Elwood, IL, USA","locality,political",high,google
Village of Roxana,Illinois,38.846767,-90.0607398,"Roxana, IL, USA","locality,political",high,google
City of Maroa,Illinois,40.0373729,-88.9562495,"Maroa, IL 61756, USA","locality,political",high,google
Village of Ladd,Illinois,41.383582,-89.219163,"Ladd, IL, USA","locality,political",high,google
"City Of West Lafayette, IN",Indiana,40.4258686,-86.90806549999999,"West Lafayette, IN, USA","locality,political",high,google
City of East Dubuque,Illinois,42.4922253,-90.64290539999999,"East Dubuque, IL 61025, USA","locality,political",high,google
"Boone County, IN",Indiana,40.0106163,-86.49965460000001,"Boone County, IN, USA","administrative_area_level_2,political",high,google
"City Of Richmond, IN",Indiana,39.8290379,-84.8915833,"Richmond, IN, USA","locality,political",high,google
"Town Of Schererville, IN",Indiana,41.4789246,-87.4547605,"Schererville, IN, USA","locality,political",high,google
Village of Maple Park,Illinois,41.9075282,-88.59924939999999,"Maple Park, IL 60151, USA","locality,political",high,google
"City Of Westfield, IN",Indiana,40.0427376,-86.1277491,"Westfield, IN, USA","locality,political",high,google
"City of Columbus, IN",Indiana,39.2014404,-85.9213796,"Columbus, IN, USA","locality,political",high,google
"Monroe County, IN",Indiana,39.1851445,-86.49965460000001,"Monroe County, IN, USA","administrative_area_level_2,political",high,google
"City Of Elkhart, IN",Indiana,41.6873832,-85.973517,"Elkhart, IN, USA","locality,political",high,google
"City Of Franklin, IN",Indiana,39.47964400000001,-86.0539012,"Franklin, IN, USA","locality,political",high,google
"City Of Michigan City, IN",Indiana,41.70753939999999,-86.8950297,"Michigan City, IN 46360, USA","locality,political",high,google
"Town Of Brownsburg, IN",Indiana,39.8433163,-86.397956,"Brownsburg, IN, USA","locality,political",high,google
"City Of Hobart, IN",Indiana,41.5322592,-87.2550353,"Hobart, IN, USA","locality,political",high,google
"County Of Huntington, IN",Indiana,40.7911217,-85.52002399999999,"Huntington County, IN, USA","administrative_area_level_2,political",high,google
"City Of New Albany, IN",Indiana,38.2856247,-85.8241312,"New Albany, IN 47150, USA","locality,political",high,google
"City Of Crown Point, IN",Indiana,41.4169806,-87.3653135,"Crown Point, IN 46307, USA","locality,political",high,google
"City Of East Chicago, IN",Indiana,41.63920239999999,-87.4547635,"East Chicago, IN, USA","locality,political",high,google
"Town Of Plainfield, IN",Indiana,39.7024855,-86.4040478,"Plainfield, IN, USA","locality,political",high,google
"Town Of Zionsville, IN",Indiana,39.9500433,-86.27889479999999,"Zionsville, IN, USA","locality,political",high,google
"Jennings County, IN",Indiana,38.9914998,-85.684578,"Jennings County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Center, IN",Indiana,41.3910727,-87.3612205,"Center Township, IN, USA","administrative_area_level_3,political",high,google
"City Of Valparaiso, IN",Indiana,41.4730948,-87.0611412,"Valparaiso, IN, USA","locality,political",high,google
"City Of Jeffersonville, IN",Indiana,38.2775702,-85.7371847,"Jeffersonville, IN, USA","locality,political",high,google
"City Of Anderson, IN",Indiana,40.1051253,-85.6781677,"Anderson, IN, USA","locality,political",high,google
"Township Of Elkhart, IN",Indiana,41.5456719,-85.8281458,"Elkhart Township, IN, USA","administrative_area_level_3,political",high,google
"City Of Marion, IN",Indiana,40.5583739,-85.6591442,"Marion, IN, USA","locality,political",high,google
"Township Of Noblesville, IN",Indiana,40.0456243,-86.012241,"Noblesville, IN, USA","locality,political",high,google
"Town Of Merrillville, IN",Indiana,41.4828144,-87.33281389999999,"Merrillville, IN, USA","locality,political",high,google
"City Of Lawrence, IN",Indiana,39.8386516,-86.0252612,"Lawrence, IN, USA","locality,political",high,google
"City of Fishers, IN",Indiana,39.9582483,-86.016877,"Fishers, IN, USA","locality,political",high,google
"City Of Portage, IN",Indiana,41.5758707,-87.1761455,"Portage, IN, USA","locality,political",high,google
"Township Of Columbus, IN",Indiana,39.186758,-85.9100089,"Columbus Township, IN, USA","administrative_area_level_3,political",high,google
"City Of Bloomington, IN",Indiana,39.169574,-86.5385549,"Bloomington, IN, USA","locality,political",high,google
"Whitley County, IN",Indiana,41.1136133,-85.52002399999999,"Whitley County, IN, USA","administrative_area_level_2,political",high,google
"City Of Hammond, IN",Indiana,41.624187,-87.50990569999999,"Hammond School City, Hammond, IN, USA",political,medium,google
"City Of Muncie, IN",Indiana,40.1936877,-85.3876714,"Muncie, IN, USA","locality,political",high,google
"City Of Greenwood, IN",Indiana,39.6136589,-86.1097254,"Greenwood, IN, USA","locality,political",high,google
"City Of Noblesville, IN",Indiana,40.0456243,-86.012241,"Noblesville, IN, USA","locality,political",high,google
"City Of Kokomo, IN",Indiana,40.486427,-86.13360329999999,"Kokomo, IN, USA","locality,political",high,google
"City of Carmel, IN",Indiana,39.978371,-86.1180435,"Carmel, IN, USA","locality,political",high,google
"City Of Gary, IN",Indiana,41.6020403,-87.3371523,"Gary, IN, USA","locality,political",high,google
"Vigo County, IN",Indiana,39.4165382,-87.42075179999999,"Vigo County, IN, USA","administrative_area_level_2,political",high,google
"City Of Mishawaka, IN",Indiana,41.6619927,-86.15861559999999,"Mishawaka, IN, USA","locality,political",high,google
"Ripley County, IN",Indiana,39.0986811,-85.2308414,"Ripley County, IN, USA","administrative_area_level_2,political",high,google
"LaGrange County, IN",Indiana,41.62887020000001,-85.39627689999999,"LaGrange County, IN, USA","administrative_area_level_2,political",high,google
"County of Howard, IN",Indiana,40.4482767,-86.1344697,"Howard County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Portage, IN",Indiana,41.6763661,-86.2519956,"Portage Township, IN, USA","administrative_area_level_3,political",high,google
"Madison County, IN",Indiana,40.1469349,-85.684578,"Madison County, IN, USA","administrative_area_level_2,political",high,google
"Henry County, IN",Indiana,39.9704844,-85.35496499999999,"Henry County, IN, USA","administrative_area_level_2,political",high,google
"Delaware County, IN",Indiana,40.2583533,-85.39627689999999,"Delaware County, IN, USA","administrative_area_level_2,political",high,google
"LaPorte County, IN",Indiana,41.4775131,-86.8220341,"LaPorte County, IN, USA","administrative_area_level_2,political",high,google
"Shelby County, IN",Indiana,39.4952877,-85.84862360000001,"Shelby County, IN, USA","administrative_area_level_2,political",high,google
"Johnson County, IN",Indiana,39.4637793,-86.1344697,"Johnson County, IN, USA","administrative_area_level_2,political",high,google
"Township Of St John, IN",Indiana,41.4500356,-87.4700381,"St John, IN, USA","locality,political",high,google
"Wayne County, IN",Indiana,39.831882,-84.981754,"Wayne County, IN, USA","administrative_area_level_2,political",high,google
"Putnam County, IN",Indiana,39.690997,-86.8220341,"Putnam County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Concord, IN",Indiana,40.2930647,-86.8373852,"Concord, IN 47909, USA","locality,political",high,google
"County Of Washington, IN",Indiana,38.6744747,-86.17517590000001,"Washington County, IN, USA","administrative_area_level_2,political",high,google
"County Of Wells, IN",Indiana,40.7778348,-85.1894045,"Wells County, IN, USA","administrative_area_level_2,political",high,google
"County Of Wabash, IN",Indiana,40.8033875,-85.84862360000001,"Wabash County, IN, USA","administrative_area_level_2,political",high,google
"County Of Posey, IN",Indiana,38.0020359,-87.89424509999999,"Posey County, IN, USA","administrative_area_level_2,political",high,google
"County Of Daviess, IN",Indiana,38.7020241,-87.14228949999999,"Daviess County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Osolo, IN",Indiana,41.7309077,-85.9684029,"Osolo Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Hobart, IN",Indiana,41.5322592,-87.2550353,"Hobart, IN, USA","locality,political",high,google
"County Of Greene, IN",Indiana,39.0321796,-86.9824288,"Greene County, IN, USA","administrative_area_level_2,political",high,google
"County Of Harrison, IN",Indiana,38.1701136,-86.17517590000001,"Harrison County, IN, USA","administrative_area_level_2,political",high,google
"County Of Gibson, IN",Indiana,38.3338249,-87.5791287,"Gibson County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Wea, IN",Indiana,40.328216,-86.8822445,"Wea Township, IN, USA","administrative_area_level_3,political",high,google
"County Of Jefferson, IN",Indiana,38.7751543,-85.47880649999999,"Jefferson County, IN, USA","administrative_area_level_2,political",high,google
"County Of Jennings, IN",Indiana,38.9914998,-85.684578,"Jennings County, IN, USA","administrative_area_level_2,political",high,google
"County Of Steuben, IN",Indiana,41.6115471,-84.981754,"Steuben County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Pigeon, IN",Indiana,38.10005090000001,-87.0666655,"Pigeon, IN 47537, USA","locality,political",high,google
"County Of Knox, IN",Indiana,38.6665815,-87.42075179999999,"Knox County, IN, USA","administrative_area_level_2,political",high,google
"County Of Clinton, IN",Indiana,39.6571726,-87.3982455,"Clinton, IN 47842, USA","locality,political",high,google
"County Of Clay, IN",Indiana,39.36862199999999,-87.14228949999999,"Clay County, IN, USA","administrative_area_level_2,political",high,google
"County Of Decatur, IN",Indiana,39.3176186,-85.52002399999999,"Decatur County, IN, USA","administrative_area_level_2,political",high,google
"County Of Jasper, IN",Indiana,41.0040981,-87.14228949999999,"Jasper County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Guilford, IN",Indiana,39.1680699,-84.9123359,"Guilford, IN, USA","locality,political",high,google
"County Of Shelby, IN",Indiana,39.4952877,-85.84862360000001,"Shelby County, IN, USA","administrative_area_level_2,political",high,google
"County Of Adams, IN",Indiana,40.7249237,-84.8984775,"Adams County, IN, USA","administrative_area_level_2,political",high,google
"County Of Cass, IN",Indiana,40.8199089,-86.3376761,"Cass County, IN, USA","administrative_area_level_2,political",high,google
"County Of Miami, IN",Indiana,40.77009899999999,-86.05296039999999,"Miami County, IN, USA","administrative_area_level_2,political",high,google
"County Of Dubois, IN",Indiana,38.357918,-86.8220341,"Dubois County, IN, USA","administrative_area_level_2,political",high,google
"County Of De Kalb, IN",Indiana,41.4138928,-85.02334599999999,"DeKalb County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Aboite, IN",Indiana,41.000833,-85.318056,"Aboite, IN 46783, USA","locality,political",high,google
"County Of Montgomery, IN",Indiana,40.019879,-86.8220341,"Montgomery County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Decatur, IN",Indiana,40.830603,-84.9291329,"Decatur, IN 46733, USA","locality,political",high,google
"Township Of Bloomington, IN (Township)",Indiana,39.2065191,-86.51986509999999,"Bloomington Township, IN, USA","administrative_area_level_3,political",high,google
"County Of Lawrence, IN",Indiana,38.8518863,-86.49965460000001,"Lawrence County, IN, USA","administrative_area_level_2,political",high,google
"County Of Dearborn, IN",Indiana,39.1713075,-84.981754,"Dearborn County, IN, USA","administrative_area_level_2,political",high,google
"County Of Marshall, IN",Indiana,41.303028,-86.3376761,"Marshall County, IN, USA","administrative_area_level_2,political",high,google
"County Of Jackson, IN",Indiana,38.8794321,-86.05296039999999,"Jackson County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Westfield Washington, IN",Indiana,40.0427376,-86.1277491,"Westfield, IN, USA","locality,political",high,google
"Township Of Anderson, IN",Indiana,40.0863481,-85.7051116,"Anderson Township, IN, USA","administrative_area_level_3,political",high,google
"County Of Henry, IN",Indiana,39.9704844,-85.35496499999999,"Henry County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Jeffersonville, IN",Indiana,38.2775702,-85.7371847,"Jeffersonville, IN, USA","locality,political",high,google
"County Of Noble, IN",Indiana,41.4277391,-85.35496499999999,"Noble County, IN, USA","administrative_area_level_2,political",high,google
"Township Of New Albany, IN",Indiana,38.2856247,-85.8241312,"New Albany, IN 47150, USA","locality,political",high,google
"County Of Kosciusko, IN",Indiana,41.2864679,-85.84862360000001,"Kosciusko County, IN, USA","administrative_area_level_2,political",high,google
"County Of Grant, IN",Indiana,40.4730605,-85.684578,"Grant County, IN, USA","administrative_area_level_2,political",high,google
"County Of Morgan, IN",Indiana,39.51168089999999,-86.3376761,"Morgan County, IN, USA","administrative_area_level_2,political",high,google
"City Of Terre Haute, IN",Indiana,39.4654441,-87.41394269999999,"Terre Haute, IN, USA","locality,political",high,google
"County Of Bartholomew, IN",Indiana,39.206801,-85.8895551,"Bartholomew County, IN, USA","administrative_area_level_2,political",high,google
"County Of Warrick, IN",Indiana,38.0736703,-87.2618328,"Warrick County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Pike, IN",Indiana,39.8817723,-86.2598229,"Pike Township, IN, USA","administrative_area_level_3,political",high,google-retry
"City Of Lafayette, IN",Indiana,40.4177263,-86.8909321,"Lafayette, IN, USA","locality,political",high,google
"Township Of Calumet, IN",Indiana,41.5909598,-87.3612205,"Calumet Township, IN, USA","administrative_area_level_3,political",high,google-retry
"Township Of St Joseph, IN",Indiana,41.4500356,-87.4700381,"St John, IN, USA","locality,political",high,google
City of Evansville,Indiana,37.9715592,-87.5710898,"Evansville, IN, USA","locality,political",high,google
"City Of Goshen, IN",Indiana,41.5891606,-85.83456389999999,"Goshen, IN, USA","locality,political",high,google
"City of South Bend, IN",Indiana,41.6763545,-86.25198979999999,"South Bend, IN, USA","locality,political",high,google
"County Of Floyd, IN",Indiana,38.2869276,-85.8895551,"Floyd County, IN, USA","administrative_area_level_2,political",high,google
"County Of Hancock, IN",Indiana,39.8249915,-85.84862360000001,"Hancock County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Penn, IN",Indiana,39.8563276,-87.2518824,"Penn Township, IN, USA","administrative_area_level_3,political",high,google
Wayne Township,Indiana,39.7927365,-86.25083819999999,"Wayne Township, IN, USA","administrative_area_level_3,political",high,google
"County of Elkhart, IN",Indiana,41.6062253,-85.84862360000001,"Elkhart County, IN, USA","administrative_area_level_2,political",high,google
"County of Tippcanoe, IN",Indiana,40.34697310000001,-86.8220341,"Tippecanoe County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Knight, IN",Indiana,37.9536491,-87.53429249999999,"Knight, Evansville, IN 47714, USA","neighborhood,political",medium,google
Hendricks County,Indiana,39.8064942,-86.5400674,"Hendricks County, IN, USA","administrative_area_level_2,political",high,google
Ohio Township,Indiana,37.9710342,-87.4009165,"Ohio Township, IN, USA","administrative_area_level_3,political",high,google
City of Indianapolis,Indiana,39.76909,-86.158018,"Indianapolis, IN, USA","locality,political",high,google
Porter County,Indiana,41.5248577,-87.10237459999999,"Porter County, IN, USA","administrative_area_level_2,political",high,google
"Town Of Bargersville, IN",Indiana,39.5208818,-86.16776569999999,"Bargersville, IN, USA","locality,political",high,google
Clark County,Indiana,38.4492903,-85.7256372,"Clark County, IN, USA","administrative_area_level_2,political",high,google
Portage Township,Indiana,41.5985551,-87.1738931,"Portage Township, IN, USA","administrative_area_level_3,political",high,google
City of Fort Wayne,Indiana,41.0794759,-85.1362929,"Fort Wayne, IN, USA","locality,political",high,google
