Account ID,Account Name,Opp Status,Stage,Signal,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR
001Hr000028Zdey,"City Of Smyrna, GA",Closed Lost,,Lost,,Granger West,11/21/2024,1/5/2025,
001Hr000028Zdey,"City Of Smyrna, GA",Open,Demo,Mid Funnel,Mid Funnel,Hugh Bargeron,3/26/2026,3/23/2026,
001cv00000AuZTG,"City Of Social Circle, GA",Closed Lost,,Lost,,Quinzel Perry,,10/29/2025,
001cv00000AuZTG,"City Of Social Circle, GA",Closed Lost,,Lost,,Hugh Bargeron,4/13/2026,4/9/2026,
001Hr000028Zd8L,"City Of Soddy Daisy, TN",Closed Lost,,Lost,,Jenny Allison,11/25/2025,11/21/2025,
001cv00000AuYyJ,"City Of Soldotna, AK",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,12/15/2025,
001Hr000028Zcez,"City Of Solvang, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,10/24/2025,
001Hr000028ZcN0,"City Of Somerton, AZ",Closed Lost,,Lost,,Ali Cohen,10/27/2025,10/21/2025,
001Hr000028ZdcO,"City Of Somerville, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,2/17/2026,
001Hr000028Zcxt,"City Of Sonoma, CA",Closed Lost,,Lost,,Ali Cohen,11/3/2025,10/9/2025,
001Hr000028Zdg0,"City Of Southaven, MS",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,2/17/2026,2/4/2026,
001Hr000028ZcpK,"City Of South El Monte, CA",Closed Lost,,Lost,,Ali Cohen,10/14/2025,10/8/2025,
001Hr000028Zbts,"City Of South Gate, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,11/20/2025,
001cv00000AuYTQ,"City Of Southgate, KY",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,6/26/2025,
001cv00000AuXOu,"City Of South Hutchinson, KS",Closed Won,,Won,,Jenny Allison,11/7/2025,10/29/2025,15000
001Hr000028ZcG3,"City Of South San Francisco, CA",Closed Lost,,Lost,,Ryan Minter,,10/6/2025,
001Hr000028Zc8D,"City Of Southside, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,9/4/2025,
001Hr000028ZcB8,"City Of Spanish Fork City, UT",Closed Lost,,Lost,,Jenny Allison,12/5/2025,12/3/2025,
001Hr000028ZcqQ,"City Of Spanish Fort, AL",Closed Lost,,Lost,,Shane Lieberman,3/26/2024,1/5/2025,
001Hr000028ZcqQ,"City Of Spanish Fort, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,11/24/2025,
001Hr000028ZcVv,"City Of Spartanburg, SC",Closed Lost,,Lost,,Shane Lieberman,8/8/2024,1/5/2025,
001Hr000028Zcg8,"City Of Spearfish, SD",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,3/4/2026,
001cv00000AuXjk,"City Of Springfield, KY",Closed Lost,,Lost,,Ryan Minter,7/14/2025,6/24/2025,
001cv00000AuZNq,"City Of Springville, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,4/27/2026,3/24/2026,
001Hr000028ZcUC,"City of St. Clair, MI",Open,Sales Qualified,Mid Funnel,Mid Funnel,Jason Ginsberg,3/24/2026,3/12/2026,
001Hr000028Zjsg,"City of St. George, LA",Closed Won,,Won,,,4/11/2025,1/4/2025,35000
001Hr000028Zd4d,"City of St. Louis Park, MN",Closed Lost,,Lost,,Nick Martino,10/27/2025,10/21/2025,
001Hr000028Zd6m,"City of St. Michael, MN",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc58,"City Of Stafford, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001cv00000JeG4m,"City of Stamford, CT",Closed Lost,,Lost,,Shane Lieberman,10/6/2025,10/6/2025,75000
001Hr000028Zcbm,"City Of St Ann, MO",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,3/17/2026,1/30/2026,
001Hr000028ZcWy,"City Of St Augustine Beach, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,3/20/2026,
001cv00000AuZSB,"City Of Staunton, IL",Closed Lost,,Lost,,Alicia Gopal,12/10/2025,12/5/2025,
001Hr000028ZdIN,"City Of St Charles, IL",Closed Lost,,Lost,,Quinzel Perry,11/11/2024,1/5/2025,
001cv00000B221J,"City Of Ste Genevieve, MO",Open,Sales Qualified,Mid Funnel,Mid Funnel,Ben Laddis,5/29/2026,5/27/2026,
001Hr000028Zbxj,"City Of Stephenville, TX",Closed Lost,,Lost,,Ryan Minter,11/20/2025,11/19/2025,
001cv00000AuX8q,"City Of Sterling, KS",Open,Sales Qualified,Mid Funnel,Mid Funnel,Ryan Minter,11/4/2025,10/22/2025,
001Hr000028ZdSE,"City Of Steubenville, OH",Closed Lost,,Lost,,Emily Murnane,,10/22/2025,
001Hr000028Zcj3,"City Of St Helena, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,10/6/2025,
001Hr000028Zd9u,"City Of Stillwater, MN",Closed Lost,,Lost,,Nick Martino,1/21/2026,1/12/2026,18000
001cv000006s8jr,"City of Stinnett, TX",Open,Meeting Booked,Top Funnel,Top of Funnel,Blake Anderson,5/27/2026,5/11/2026,
001Hr000028ZdWS,"City Of St Joseph, MO",Closed Lost,,Lost,,Quinzel Perry,5/28/2025,5/19/2025,
001Hr000028ZcTO,"City Of St Martinville, LA",Closed Lost,,Lost,,Andy Blakely,8/6/2025,7/29/2025,
001Hr000028Zbql,"City Of Stockbridge, GA",Closed Lost,,Lost,,Shane Lieberman,6/11/2024,1/5/2025,
001Hr000028ZdaJ,"City Of Stonecrest, GA",Open,Sales Qualified,Mid Funnel,Mid Funnel,Hugh Bargeron,4/8/2026,3/26/2026,
001Hr000028ZcRn,"City Of Stone Mountain, GA",Open,Initial Interest,Top Funnel,Top of Funnel,Hugh Bargeron,3/23/2026,3/20/2026,
001cv00000B21qA,"City Of St Paul, NE",Closed Lost,,Lost,,Catherine Silvestri,4/1/2026,3/12/2026,
001Hr000028Zczp,"City Of St Peter, MN",Open,Initial Interest,Top Funnel,Top of Funnel,,,1/5/2025,
001Hr000028Zczp,"City Of St Peter, MN",Open,Proposal,Mid Funnel,Mid Funnel,Jason Ginsberg,1/15/2026,1/6/2026,22000
001Hr000028ZdJ0,"City Of Strongsville, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,8/29/2025,
001Hr000028ZdMY,"City Of Sturgeon Bay, WI",Open,Proposal,Mid Funnel,Mid Funnel,Nick Martino,9/8/2025,9/4/2025,38000
001Hr000028ZdRK,"City Of Sturgis, SD",Closed Lost,,Lost,,Ben Laddis,,4/9/2026,
001Hr000028ZbnA,"City of Sugar Land, TX",Closed Lost,,Lost,,Granger West,2/19/2025,2/19/2025,
001Hr000028ZdC5,"City Of Summit, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zbtm,"City Of Sunny Isles Beach, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZbqP,"City Of Sunnyside, WA",Closed Lost,,Lost,,Catherine Silvestri,4/3/2026,4/2/2026,
001Hr000028ZcAD,City of Sunnyvale,Closed Lost,,Lost,,Catherine Silvestri,3/20/2026,3/12/2026,
001Hr000028ZdVB,"City Of Sun Prairie, WI",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,9/5/2025,7/1/2025,
001Hr000028ZcsQ,"City Of Sunset Hills, MO",Closed Lost,,Lost,,Shane Lieberman,5/2/2024,1/5/2025,10000
001cv00000bBWIm,City of Sun Valley,Open,Meeting Booked,Top Funnel,Top of Funnel,Catherine Silvestri,6/15/2026,5/4/2026,
001cv00000AuXeh,"City Of Sutter Creek, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,5/1/2026,2/23/2026,
001Hr000028Zc7i,"City Of Sweetwater, TX",Closed Lost,,Lost,,Alicia Gopal,12/17/2025,10/9/2025,
001Hr000028Zc7i,"City Of Sweetwater, TX",Open,Meeting Booked,Top Funnel,Top of Funnel,Lucy Nemerov,8/3/2026,3/5/2026,
001Hr000028Zbse,"City Of Sylvester, GA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,7500
001Hr000028ZjwR,"City of Syracuse, NY",Closed Lost,,Lost,,Shane Lieberman,4/17/2024,1/5/2025,
001Hr000028ZcSM,"City Of Syracuse, UT",Closed Lost,,Lost,,Quinzel Perry,9/4/2024,1/5/2025,
001Hr000028ZbqY,"City Of Taft, CA",Closed Lost,,Lost,,Catherine Silvestri,3/5/2026,2/23/2026,
001Hr000028ZdVh,"City Of Tahlequah, OK",Closed Lost,,Lost,,Alicia Gopal,11/24/2025,11/20/2025,
001Hr000028Zd8m,"City Of Takoma Park, MD",Open,Proposal,Mid Funnel,Mid Funnel,Ali Cohen,3/2/2026,2/14/2026,13000
001Hr000028ZbsN,"City Of Talladega, AL",Closed Lost,,Lost,,Leila Assil,11/5/2024,1/5/2025,
001Hr000028ZbsN,"City Of Talladega, AL",Closed Lost,,Lost,,Granger West,5/14/2025,1/30/2025,30000
001cv00000AuYPE,"City Of Tallapoosa, GA",Open,Initial Interest,Top Funnel,Top of Funnel,Hugh Bargeron,4/20/2026,4/20/2026,
001cv00000AuZLv,"City Of Tallassee, AL",Open,Meeting Booked,Top Funnel,Top of Funnel,Maia Golub,5/29/2026,5/29/2026,
001Hr000028Zcfh,"City Of Tarrant, AL",Closed Lost,,Lost,,Emily Murnane,12/17/2025,12/3/2025,
001Hr000028ZdiV,"City Of Taylor, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,5/20/2026,5/4/2026,
001Hr000028Zbvt,"City Of Taylor, TX",Closed Lost,,Lost,,David Ciano,1/14/2025,1/5/2025,40000
001Hr000028ZdOG,"City Of Tea, SD",Closed Won,,Won,,Ben Laddis,3/20/2026,3/13/2026,22000
001cv00000AuYLj,"City Of Teague, TX",Open,Meeting Booked,Top Funnel,Top of Funnel,Blake Anderson,6/16/2026,5/7/2026,
001Hr000028ZcT0,"City Of Tega Cay, SC",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zcl3,"City Of Tehachapi, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,2/19/2026,2/3/2026,
001Hr000028ZcZK,"City Of Tell City, IN",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuaD8,"City Of Temple, CA",Open,Proposal,Mid Funnel,Mid Funnel,Ryan Minter,1/6/2026,1/5/2026,42000
001Hr000028ZbzR,"City Of Temple, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZbzR,"City Of Temple, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZbzR,"City Of Temple, TX",Closed Lost,,Lost,,Alicia Gopal,12/5/2025,10/29/2025,
001Hr000028Zbqc,"City Of Temple Terrace, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zbqc,"City Of Temple Terrace, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Jenny Allison,,10/29/2025,
001cv00000AuaSr,"City Of Terre Haute, IN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/5/2026,1/28/2026,
001Hr000028ZcoL,"City of Texarkana, AR",Closed Lost,,Lost,,Leila Assil,8/26/2025,7/15/2025,55000
001Hr000028Zbup,"City Of Texarkana, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zdvt,"City Of Texas City, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZbtE,"City Of Thomaston, GA",Closed Lost,,Lost,,Shane Lieberman,6/12/2024,1/5/2025,
001cv00000b35KR,"City of Thornton, CO",Closed Lost,,Lost,,Catherine Silvestri,3/24/2026,3/17/2026,
001Hr000028ZczO,"City Of Tiffin, OH",Closed Lost,,Lost,,Emily Murnane,3/3/2026,2/20/2026,
001Hr000028Zc4A,"City Of Tifton, GA",Closed Lost,,Lost,,Shane Lieberman,1/9/2024,1/5/2025,
001Hr000028ZdFQ,"City Of Tipp City, OH",Closed Lost,,Lost,,Emily Murnane,9/22/2025,9/16/2025,
001cv00000AuZK4,"City Of Tontitown, AR",Closed Lost,,Lost,,Ryan Minter,9/4/2025,7/9/2025,
001Hr000028Zcr8,"City Of Town And Country, MO",Closed Lost,,Lost,,Ben Laddis,1/26/2026,1/22/2026,18000
001Hr000028Zbw5,"City Of Tracy, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,4/17/2026,
001Hr000028Zc1R,"City Of Travelers Rest, SC",Closed Lost,,Lost,,Hugh Bargeron,4/9/2026,3/31/2026,
001Hr000028ZbpE,"City Of Treasure Island, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuWYE,"City Of Trenton, FL",Open,Meeting Booked,Top Funnel,Top of Funnel,Joe del Rosario,7/23/2025,7/15/2025,
001Hr000028ZdUI,"City Of Trenton, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,10/30/2025,
001Hr000028ZbtW,"City Of Trinidad, CO",Closed Lost,,Lost,,Jenny Allison,9/17/2025,9/11/2025,
001Hr000028ZdLV,"City Of Troy, OH",Closed Lost,,Lost,,Leila Assil,8/14/2025,7/10/2025,
001Hr000028Zd7L,"City Of Trussville, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,7/11/2025,
001Hr000028ZcKq,"City Of Truth Or Consequences, NM",Closed Lost,,Lost,,Alicia Gopal,1/23/2026,1/21/2026,
001Hr000028ZcHx,City of Tulare,Open,Sales Qualified,Mid Funnel,Mid Funnel,Ryan Minter,11/10/2025,8/27/2025,
001Hr000028ZdTK,"City Of Tullahoma, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zbsa,"City Of Tumwater, WA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdJa,"City Of Tupelo, MS",Closed Lost,,Lost,,Liam Shaw,7/3/2024,1/5/2025,
001Hr000028Zc1a,"City Of Turlock, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,8/26/2025,
001Hr000028ZdbC,"City of Tuscaloosa, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001cv00000B221E,"City Of Tuscola, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,12/10/2025,
001Hr000028ZcoW,"City Of Tuscumbia, AL",Closed Lost,,Lost,,Shane Lieberman,5/23/2024,1/5/2025,
001Hr000028ZcAg,"City Of Tuskegee, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,11/26/2025,
001Hr000028Zc62,"City Of Tustin, CA",Open,Demo,Mid Funnel,Mid Funnel,Ali Cohen,4/30/2026,4/16/2026,
001Hr000028ZdOv,"City Of Tuttle, OK",Closed Lost,,Lost,,Liam Shaw,7/17/2024,1/5/2025,
001Hr000028ZdOv,"City Of Tuttle, OK",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,10/16/2025,
001Hr000028ZdK1,"City Of Twinsburg, OH",Closed Won,,Won,,Joe del Rosario,4/29/2025,1/5/2025,33000
001Hr000028ZdNy,"City Of Two Rivers, WI",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001cv000008gqtk,"City Of Tybee Island, GA",Closed Lost,,Lost,,Quinzel Perry,4/4/2025,3/28/2025,
001cv00000AuYlx,"City Of Unalaska, AK",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,12/15/2025,
001cv00000AuZRL,"City Of Union, KY",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,3/23/2026,2/23/2026,
001Hr000028Zcz2,"City Of Union, MO",Closed Lost,,Lost,,Shane Lieberman,5/31/2024,1/5/2025,
001Hr000028ZbsA,"City Of Union City, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,1/29/2026,
001Hr000028ZcMF,"City Of Union City, GA",Closed Lost,,Lost,,Shane Lieberman,1/11/2024,1/5/2025,
001Hr000028ZcMF,"City Of Union City, GA",Closed Lost,,Lost,,Quinzel Perry,1/10/2025,1/5/2025,
001Hr000028Zcg7,"City Of Union City, TN",Closed Lost,,Lost,,Liam Shaw,5/15/2024,1/5/2025,
001Hr000028Zcg7,"City Of Union City, TN",Closed Won,,Won,,Leila Assil,,2/14/2025,14000
001Hr000028Zc0o,"City Of Union Gap, WA",Closed Won,,Won,,Joe del Rosario,3/27/2025,2/4/2025,8000
001Hr000028Zc0E,"City Of Universal City, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zd86,"City Of University City, MO",Closed Lost,,Lost,,Ben Laddis,6/3/2026,1/5/2025,
001Hr000028ZdOA,"City Of University Heights, OH",Open,Verbal,Mid Funnel,Mid Funnel,Emily Murnane,3/17/2026,9/5/2025,24000
001Hr000028ZbrC,"City Of University Park, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,9/15/2025,
001Hr000028Zc33,"City Of University Place, WA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,3/27/2026,
001Hr000028Zcp0,"City Of Upper Sandusky, OH",Closed Lost,,Lost,,Emily Murnane,8/29/2025,8/27/2025,10000
001Hr000028ZdC2,"City Of Urbandale, IA",Closed Lost,,Lost,,Ben Laddis,4/21/2026,2/3/2026,
001cv00000AuaOr,"City Of Utica, NY",Closed Won,,Won,,Alicia Gopal,11/24/2025,11/17/2025,86000
001Hr000028ZcEg,City of Vacaville,Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcEg,City of Vacaville,Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,2/26/2026,
001Hr000028Zcf9,"City Of Valley, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,2/19/2026,
001Hr000028Zcf9,"City Of Valley, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Maia Golub,5/26/2026,5/26/2026,
001cv00000CLwiF,"City Of Valley Center, KS",Closed Lost,,Lost,,Liam Shaw,10/28/2024,1/5/2025,
001cv00000CLwiF,"City Of Valley Center, KS",Closed Lost,,Lost,,Ryan Minter,7/28/2025,7/17/2025,
001Hr000028Zd4O,"City Of Van Buren, AR",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,7/10/2025,
001cv00000AuZlm,"City Of Van Wert, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,4/27/2026,
001Hr000028Zbym,"City Of Venice, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zbym,"City Of Venice, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Joe del Rosario,7/3/2025,5/7/2025,
001cv00000NBrLg,"City of Ventura, CA",Closed Lost,,Lost,,Ali Cohen,,11/3/2025,
001Hr000028ZdW5,"City Of Vermillion, SD",Closed Won,,Won,,Joe del Rosario,9/26/2024,1/5/2025,18000
001Hr000028ZbwY,"City Of Vernal, UT",Closed Lost,,Lost,,Catherine Silvestri,4/3/2026,4/2/2026,
001Hr000028Zbwz,"City Of Vero Beach, FL",Closed Lost,,Lost,,Joe del Rosario,5/13/2025,5/1/2025,
001Hr000028Zcwc,"City Of Victoria, MN",Closed Lost,,Lost,,Nick Martino,11/3/2025,8/25/2025,16000
001Hr000028ZcXh,"City Of Vidalia, GA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd83,"City Of Vincennes, IN",Closed Lost,,Lost,,Quinzel Perry,8/14/2025,6/26/2025,
001Hr000028Zd83,"City Of Vincennes, IN",Closed Lost,,Lost,,Sydney Ireland,2/17/2026,2/6/2026,
001Hr000028Zcjc,"City Of Vine Grove, KY",Closed Lost,,Lost,,Sydney Ireland,1/30/2026,1/16/2026,
001Hr000028ZcGS,"City Of Vinton, IA",Closed Lost,,Lost,,Joe del Rosario,9/3/2024,1/5/2025,
001Hr000028ZdNQ,"City Of Wadsworth, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001cv00000AuZNS,"City Of Wahoo, NE",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,2/26/2026,10/7/2025,
001Hr000028Zc2l,"City Of Walla Walla, WA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,11/20/2025,
001Hr000028ZcQF,City of Walnut Creek,Closed Lost,,Lost,,Catherine Silvestri,4/9/2026,3/17/2026,
001Hr000028ZdI6,"City Of Waltham, MA",Closed Lost,,Lost,,Alicia Gopal,2/19/2026,2/11/2026,86000
001Hr000028ZdRW,"City Of Wapakoneta, OH",Closed Lost,,Lost,,Leila Assil,7/7/2025,7/3/2025,
001Hr000028ZdUn,"City Of Warr Acres, OK",Closed Lost,,Lost,,Ryan Minter,9/24/2025,8/27/2025,
001Hr000028ZdcS,"City Of Warren, OH",Closed Lost,,Lost,,Joe del Rosario,7/10/2025,1/5/2025,
001Hr000028Zd3h,"City Of Warrenville, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Jenny Allison,,10/26/2025,
001Hr000028Zd6g,"City Of Warsaw, IN",Closed Lost,,Lost,,Ali Cohen,12/10/2025,12/9/2025,
001Hr000028Zck7,"City Of Washington, IA",Open,Initial Interest,Top Funnel,Top of Funnel,Joe del Rosario,9/17/2024,1/5/2025,
001Hr000028Zcui,"City Of Washington, MO",Closed Lost,,Lost,,Ben Laddis,2/25/2026,1/20/2026,
001Hr000028Zctw,"City Of Wasilla, AK",Open,Demo,Mid Funnel,Mid Funnel,Leila Assil,12/17/2025,12/14/2025,
001cv00000bBWFG,City of Waterbury,Closed Lost,,Lost,,Alicia Gopal,4/2/2026,3/30/2026,
001Hr000028ZcZQ,"City Of Waterloo, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,1/5/2025,
001Hr000028ZdCI,"City Of Watertown, WI",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,1/30/2025,1/5/2025,
001Hr000028ZdId,"City Of Watertown Town, MA",Closed Lost,,Lost,,Alicia Gopal,4/14/2026,3/30/2026,
001Hr000028ZcwJ,"City Of Waterville, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,5/20/2025,
001Hr000028Zdji,"City Of Waukegan, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,5/29/2026,
001Hr000028Zd3M,"City Of Waupaca, WI",Open,Demo,Mid Funnel,Mid Funnel,Nick Martino,3/11/2026,7/25/2025,
001cv00000AuYv3,"City Of Waverly, TN",Closed Lost,,Lost,,Sydney Ireland,3/17/2026,3/16/2026,
001Hr000028ZbrB,"City Of Waxahachie, TX",Open,Proposal,Mid Funnel,Mid Funnel,Emily Murnane,4/30/2026,4/23/2026,0
001Hr000028Zcch,"City Of Wayne, NE",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,12/15/2025,12/9/2025,
001Hr000028ZcNv,"City Of Waynesboro, GA",Closed Lost,,Lost,,Quinzel Perry,8/20/2024,1/5/2025,
001cv00000AuYzn,"City Of Waynesboro, MS",Open,Meeting Booked,Top Funnel,Top of Funnel,Sydney Ireland,6/3/2026,6/1/2026,
001cv00000AuYwL,"City Of Wayzata, MN",Open,Demo,Mid Funnel,Mid Funnel,Nick Martino,3/26/2026,2/17/2026,
001Hr000028ZdWy,"City Of Weatherford, OK",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdWy,"City Of Weatherford, OK",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,10/3/2025,8/28/2025,
001Hr000028Zcs8,"City Of Webb City, MO",Closed Lost,,Lost,,Shane Lieberman,6/6/2024,1/5/2025,
001Hr000028Zcs8,"City Of Webb City, MO",Closed Lost,,Lost,,Shane Lieberman,9/19/2025,9/19/2025,
001Hr000028ZdCo,"City Of Webster Groves, MO",Open,Meeting Booked,Top Funnel,Top of Funnel,Ben Laddis,7/1/2026,1/28/2026,
001Hr000028ZdZn,"City Of Weirton, WV",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,9/23/2025,
001Hr000028ZcRB,"City Of Weldon Spring, MO",Closed Lost,,Lost,,Shane Lieberman,4/23/2024,1/5/2025,15000
001Hr000028ZcRB,"City Of Weldon Spring, MO",Closed Lost,,Lost,,Ben Laddis,1/28/2026,1/26/2026,
001Hr000028Zchj,"City Of Wellington, KS",Closed Lost,,Lost,,Liam Shaw,10/3/2024,1/5/2025,
001cv00000AuYo7,"City Of Wellsville, UT",Closed Lost,,Lost,,Catherine Silvestri,2/2/2026,1/27/2026,
001Hr000028ZdbP,"City Of West Bend, WI",Closed Lost,,Lost,,Nick Martino,3/12/2026,3/10/2026,
001Hr000028ZcO9,"City Of West Columbia, SC",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcO9,"City Of West Columbia, SC",Closed Lost,,Lost,,Ryan Minter,11/21/2025,11/17/2025,
001Hr000028ZdNp,"City Of Westerville, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,12/29/2025,
001Hr000028ZdJ7,"City Of Westfield, MA",Closed Lost,,Lost,,Leila Assil,6/17/2025,6/12/2025,
001Hr000028Zco3,"City Of West Frankfort, IL",Closed Won,,Won,,Quinzel Perry,1/29/2025,1/24/2025,15000
001cv00000AuYIM,"City Of West Lake Hills, TX",Closed Lost,,Lost,,Blake Anderson,5/18/2026,5/13/2026,
001Hr000028Zd7E,"City Of West Memphis, AR",Closed Lost,,Lost,,Leila Assil,4/30/2025,4/16/2025,
001cv00000bBWFC,"City of Westminster, CO",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,5/20/2026,
001Hr000028ZcsX,"City Of Westminster, MD",Open,Verbal,Mid Funnel,Mid Funnel,Ali Cohen,3/4/2026,2/19/2026,19000
001Hr000028Zcrt,"City Of West Monroe, LA",Closed Lost,,Lost,,Liam Shaw,6/27/2024,1/5/2025,
001Hr000028Zc1Y,"City Of West Point, UT",Closed Lost,,Lost,,Jenny Allison,12/10/2025,12/1/2025,30000
001Hr000028ZcFr,"City Of West Richland, WA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,4/8/2026,
001Hr000028Zbzh,"City Of West Sacramento, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,10/31/2025,10/6/2025,
001Hr000028ZcCj,"City Of West University Place, TX",Closed Lost,,Lost,,Emily Murnane,,2/12/2026,
001Hr000028ZdOR,"City Of Whitehall, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdTI,"City Of White House, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,3/16/2026,2/10/2026,
001cv00000AuaT5,"City Of White Plains, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,11/19/2025,
001Hr000028ZdZY,"City Of White Settlement, TX",Closed Lost,,Lost,,Emily Murnane,10/7/2025,10/2/2025,
001cv00000AuYzk,"City Of Whiting, IN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/17/2026,2/12/2026,
001Hr000028ZbyP,"City Of Whittier, CA",Open,Sales Qualified,Mid Funnel,Mid Funnel,Jason Ginsberg,5/11/2026,4/30/2026,
001Hr000028ZdBD,"City Of Wildomar, CA",Closed Lost,,Lost,,Ryan Minter,10/16/2025,10/6/2025,
